Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
53,0,Travel_Frequently,0.0124,Sales,0.02,3,Marketing,1,1050,3,0,0.038,2,3,Sales Executive,2,Married,High Income,0.23537,0.2,Y,0,12,3,1,80,1,2,3,0.15,0.06
36,1,Travel_Rarely,0.066,Research & Development,0.15,3,Other,1,1052,1,1,0.081,3,2,Laboratory Technician,3,Divorced,Medium Income,0.07858,0.7,Y,0,14,3,2,80,1,3,2,0.01,0.0
26,1,Travel_Frequently,0.0342,Research & Development,0.02,3,Life Sciences,1,1053,1,1,0.057,3,1,Research Scientist,1,Married,Low Income,0.15346,0.6,Y,1,14,3,2,80,1,2,3,0.03,0.01
34,0,Travel_Rarely,0.1333,Sales,0.1,4,Life Sciences,1,1055,3,0,0.087,3,1,Sales Representative,3,Married,Low Income,0.1841,0.1,Y,1,19,3,4,80,1,2,3,0.01,0.0
28,0,Travel_Rarely,0.1144,Sales,0.1,1,Medical,1,1056,4,1,0.074,3,1,Sales Representative,2,Married,Low Income,0.23384,0.1,Y,0,22,3,2,80,0,5,3,0.01,0.0
38,0,Travel_Frequently,0.1186,Research & Development,0.03,4,Other,1,1060,3,1,0.044,3,1,Research Scientist,3,Married,Low Income,0.02997,0.3,Y,0,16,3,1,80,1,2,3,0.02,0.02
50,0,Travel_Rarely,0.1464,Research & Development,0.02,4,Medical,1,1061,2,1,0.062,3,5,Research Director,3,Married,High Income,0.12853,0.2,Y,1,11,3,4,80,1,2,2,0.08,0.07
37,0,Travel_Rarely,0.0124,Research & Development,0.03,3,Other,1,1062,4,0,0.035,3,2,Healthcare Representative,2,Single,Medium Income,0.13848,0.3,Y,0,15,3,1,80,0,3,2,0.04,0.0
40,0,Travel_Rarely,0.03,Sales,0.26,3,Marketing,1,1066,3,1,0.074,3,2,Sales Executive,1,Married,High Income,0.22217,0.1,Y,0,14,3,2,80,1,3,2,0.07,0.07
26,0,Travel_Frequently,0.0921,Research & Development,0.01,1,Medical,1,1068,1,0,0.066,2,1,Research Scientist,3,Divorced,Low Income,0.25265,0.1,Y,0,13,3,3,80,2,5,3,0.05,0.01
46,0,Travel_Rarely,0.043,Research & Development,0.01,4,Medical,1,1069,4,1,0.04,3,5,Research Director,4,Divorced,High Income,0.21445,0.9,Y,0,17,3,4,80,2,0,3,0.02,0.02
54,0,Travel_Rarely,0.1082,Sales,0.02,4,Life Sciences,1,1070,3,0,0.041,2,3,Sales Executive,3,Married,High Income,0.08392,0.6,Y,0,11,3,2,80,1,4,3,0.09,0.07
56,0,Travel_Frequently,0.124,Research & Development,0.09,3,Medical,1,1071,1,0,0.063,3,1,Research Scientist,3,Married,Low Income,0.12154,0.2,Y,0,19,3,2,80,1,4,3,0.05,0.0
36,0,Travel_Rarely,0.0796,Research & Development,0.12,5,Medical,1,1073,4,0,0.051,2,3,Manufacturing Director,4,Single,High Income,0.15669,0.0,Y,0,11,3,2,80,0,2,2,0.14,0.07
55,0,Non-Travel,0.0444,Research & Development,0.02,1,Medical,1,1074,3,1,0.04,2,4,Manager,1,Single,High Income,0.17323,0.7,Y,0,15,3,2,80,0,3,4,0.09,0.06
43,0,Travel_Rarely,0.0415,Sales,0.25,3,Medical,1,1076,3,1,0.079,2,3,Sales Executive,4,Divorced,High Income,0.05268,0.5,Y,0,13,3,3,80,1,5,3,0.01,0.0
20,1,Travel_Frequently,0.0769,Sales,0.09,3,Marketing,1,1077,4,0,0.054,3,1,Sales Representative,4,Single,Low Income,0.17205,0.1,Y,1,14,3,2,80,0,3,3,0.02,0.0
21,1,Travel_Rarely,0.1334,Research & Development,0.1,3,Life Sciences,1,1079,3,0,0.036,2,1,Laboratory Technician,1,Single,Low Income,0.17258,0.1,Y,0,13,3,1,80,0,6,2,0.01,0.01
46,0,Travel_Rarely,0.1003,Research & Development,0.08,4,Life Sciences,1,1080,4,0,0.074,2,2,Research Scientist,1,Divorced,Medium Income,0.21029,0.8,Y,1,23,3,1,80,3,2,3,0.16,0.01
51,1,Travel_Rarely,0.1323,Research & Development,0.04,4,Life Sciences,1,1081,1,1,0.034,3,1,Research Scientist,3,Married,Low Income,0.10332,0.9,Y,1,12,3,3,80,3,2,4,0.1,0.02
28,1,Non-Travel,0.1366,Research & Development,0.24,2,Technical Degree,1,1082,2,1,0.072,2,3,Healthcare Representative,1,Single,High Income,0.12355,0.1,Y,0,12,3,1,80,0,2,2,0.1,0.01
26,0,Travel_Rarely,0.0192,Research & Development,0.01,2,Medical,1,1083,1,1,0.059,2,1,Laboratory Technician,1,Married,Medium Income,0.11141,0.1,Y,0,16,3,1,80,2,2,3,0.05,0.01
30,0,Travel_Rarely,0.1176,Research & Development,0.2,3,Other,1,1084,3,1,0.085,3,2,Manufacturing Director,1,Married,High Income,0.09096,0.0,Y,0,15,3,3,80,1,1,2,0.06,0.0
41,0,Travel_Rarely,0.0509,Research & Development,0.07,2,Technical Degree,1,1085,2,0,0.043,4,1,Research Scientist,3,Married,Low Income,0.18863,0.1,Y,0,13,3,3,80,0,3,3,0.1,0.0
38,0,Travel_Rarely,0.033,Research & Development,0.17,1,Life Sciences,1,1088,3,0,0.065,2,3,Healthcare Representative,3,Married,High Income,0.24608,0.0,Y,0,18,3,1,80,1,4,2,0.19,0.01
40,0,Travel_Rarely,0.1492,Research & Development,0.2,4,Technical Degree,1,1092,1,1,0.061,3,3,Healthcare Representative,4,Married,High Income,0.26542,0.4,Y,0,20,3,4,80,1,6,3,0.11,0.11
27,0,Non-Travel,0.1277,Research & Development,0.08,5,Life Sciences,1,1094,1,1,0.087,1,1,Laboratory Technician,3,Married,Medium Income,0.05869,0.1,Y,0,19,3,4,80,3,4,3,0.03,0.01
55,0,Travel_Frequently,0.1091,Research & Development,0.02,1,Life Sciences,1,1096,4,1,0.065,3,3,Manufacturing Director,2,Married,High Income,0.15813,0.3,Y,0,18,3,2,80,1,4,3,0.03,0.01
28,0,Travel_Rarely,0.0857,Research & Development,0.1,3,Other,1,1097,3,0,0.059,3,2,Research Scientist,3,Single,Medium Income,0.07909,0.3,Y,0,13,3,4,80,0,4,4,0.08,0.01
44,1,Travel_Rarely,0.1376,Human Resources,0.01,2,Medical,1,1098,2,1,0.091,2,3,Human Resources,1,Married,High Income,0.02326,0.9,Y,0,14,3,4,80,1,1,3,0.2,0.03
33,0,Travel_Rarely,0.0654,Research & Development,0.05,3,Life Sciences,1,1099,4,1,0.034,2,3,Healthcare Representative,4,Divorced,High Income,0.21214,0.4,Y,0,15,3,3,80,1,2,3,0.03,0.01
35,1,Travel_Rarely,0.1204,Sales,0.04,3,Technical Degree,1,1100,4,1,0.086,3,3,Sales Executive,1,Single,High Income,0.10333,0.0,Y,1,22,3,1,80,0,2,3,0.08,0.04
33,1,Travel_Frequently,0.0827,Research & Development,0.29,4,Medical,1,1101,1,0,0.054,2,2,Research Scientist,3,Single,Medium Income,0.03129,0.1,Y,0,22,3,2,80,0,4,3,0.13,0.03
28,0,Travel_Rarely,0.0895,Research & Development,0.15,2,Life Sciences,1,1102,1,1,0.05,3,1,Laboratory Technician,3,Divorced,Low Income,0.22482,0.1,Y,0,16,3,4,80,1,5,2,0.04,0.02
34,0,Travel_Frequently,0.0618,Research & Development,0.03,1,Life Sciences,1,1103,1,1,0.045,3,2,Healthcare Representative,4,Single,High Income,0.22266,0.0,Y,0,17,3,3,80,0,1,2,0.06,0.0
37,0,Travel_Rarely,0.0309,Sales,0.1,4,Life Sciences,1,1105,4,0,0.088,2,2,Sales Executive,4,Divorced,High Income,0.24223,0.2,Y,1,14,3,3,80,3,5,3,0.01,0.0
25,1,Travel_Rarely,0.1219,Research & Development,0.04,1,Technical Degree,1,1106,4,1,0.032,3,1,Laboratory Technician,4,Married,Medium Income,0.04605,0.1,Y,1,15,3,2,80,1,3,4,0.07,0.05
26,1,Travel_Rarely,0.133,Research & Development,0.21,3,Medical,1,1107,1,1,0.037,3,1,Laboratory Technician,3,Divorced,Low Income,0.19373,0.1,Y,0,20,3,3,80,1,0,2,0.01,0.0
33,1,Travel_Rarely,0.1017,Research & Development,0.25,3,Medical,1,1108,1,1,0.055,2,1,Research Scientist,2,Single,Low Income,0.02993,0.4,Y,1,20,3,2,80,0,0,3,0.02,0.02
42,0,Travel_Rarely,0.0469,Research & Development,0.02,2,Medical,1,1109,4,1,0.035,3,4,Manager,1,Married,High Income,0.14399,0.0,Y,0,17,3,4,80,1,3,3,0.22,0.12
28,1,Travel_Frequently,0.1009,Research & Development,0.01,3,Medical,1,1111,1,1,0.045,2,1,Laboratory Technician,2,Divorced,Low Income,0.0716,0.1,Y,0,15,3,1,80,2,2,3,0.01,0.0
50,1,Travel_Frequently,0.0959,Sales,0.01,4,Other,1,1113,4,1,0.081,3,2,Sales Executive,3,Single,Medium Income,0.17251,0.3,Y,1,14,3,4,80,0,4,3,0.0,0.0
33,0,Travel_Frequently,0.097,Sales,0.07,3,Life Sciences,1,1114,4,0,0.03,3,2,Sales Executive,2,Married,Medium Income,0.13401,0.0,Y,0,17,3,3,80,1,3,3,0.03,0.0
34,0,Non-Travel,0.0697,Research & Development,0.03,4,Life Sciences,1,1115,3,1,0.04,2,1,Research Scientist,4,Married,Low Income,0.22478,0.3,Y,0,17,3,4,80,3,2,3,0.0,0.0
48,0,Non-Travel,0.1262,Research & Development,0.01,4,Medical,1,1116,1,1,0.035,4,4,Manager,4,Single,High Income,0.16154,0.2,Y,0,22,3,3,80,0,3,2,0.05,0.02
45,0,Non-Travel,0.105,Sales,0.09,4,Life Sciences,1,1117,2,0,0.065,2,2,Sales Executive,3,Married,Medium Income,0.1797,0.1,Y,0,13,3,4,80,1,2,3,0.15,0.04
52,0,Travel_Rarely,0.0994,Research & Development,0.07,4,Life Sciences,1,1118,2,1,0.087,3,3,Healthcare Representative,2,Single,High Income,0.15322,0.7,Y,0,19,3,4,80,0,4,3,0.08,0.04
38,0,Travel_Rarely,0.077,Sales,0.1,4,Marketing,1,1119,3,1,0.073,2,3,Sales Executive,3,Divorced,High Income,0.05569,0.0,Y,1,14,3,2,80,2,2,3,0.08,0.02
29,0,Travel_Rarely,0.1107,Research & Development,0.28,4,Life Sciences,1,1120,3,0,0.093,3,1,Research Scientist,4,Divorced,Low Income,0.26968,0.4,Y,0,22,3,1,80,1,1,3,0.07,0.01
28,0,Travel_Rarely,0.095,Research & Development,0.03,3,Medical,1,1121,4,0,0.093,3,3,Manufacturing Director,2,Divorced,High Income,0.08039,0.0,Y,0,17,3,2,80,3,3,2,0.09,0.01
46,0,Travel_Rarely,0.0406,Sales,0.03,1,Marketing,1,1124,1,1,0.052,3,4,Manager,3,Married,High Income,0.15596,0.3,Y,0,12,3,4,80,1,3,3,0.12,0.04
38,0,Travel_Rarely,0.013,Sales,0.02,2,Marketing,1,1125,4,1,0.032,3,3,Sales Executive,2,Single,High Income,0.20619,0.7,Y,0,16,3,3,80,0,2,3,0.01,0.0
43,0,Travel_Frequently,0.1082,Research & Development,0.27,3,Life Sciences,1,1126,3,0,0.083,3,3,Manufacturing Director,1,Married,High Income,0.11535,0.8,Y,0,11,3,3,80,1,1,3,0.08,0.0
39,1,Travel_Frequently,0.0203,Research & Development,0.02,3,Life Sciences,1,1127,1,1,0.084,3,4,Healthcare Representative,4,Divorced,High Income,0.13547,0.7,Y,0,11,3,4,80,3,4,3,0.18,0.11
40,0,Travel_Rarely,0.1308,Research & Development,0.14,3,Medical,1,1128,3,1,0.044,2,5,Research Director,3,Single,High Income,0.17544,0.1,Y,0,14,3,1,80,0,2,4,0.2,0.04
21,0,Travel_Rarely,0.0984,Research & Development,0.01,1,Technical Degree,1,1131,4,0,0.07,2,1,Research Scientist,2,Single,Low Income,0.25326,0.1,Y,1,11,3,3,80,0,6,4,0.02,0.02
39,0,Non-Travel,0.0439,Research & Development,0.09,3,Life Sciences,1,1132,3,1,0.07,3,2,Laboratory Technician,2,Single,High Income,0.0877,0.9,Y,0,15,3,3,80,0,2,2,0.05,0.0
36,0,Non-Travel,0.0217,Research & Development,0.18,4,Life Sciences,1,1133,1,1,0.078,3,2,Manufacturing Director,4,Single,High Income,0.23238,0.2,Y,0,20,3,1,80,0,0,3,0.11,0.0
31,0,Travel_Frequently,0.0793,Sales,0.2,3,Life Sciences,1,1135,3,1,0.067,4,1,Sales Representative,4,Married,Low Income,0.21981,0.0,Y,0,12,3,1,80,1,4,3,0.02,0.02
28,0,Travel_Rarely,0.1451,Research & Development,0.02,1,Life Sciences,1,1136,1,1,0.067,2,1,Research Scientist,2,Married,Low Income,0.19911,0.0,Y,0,17,3,1,80,0,2,1,0.05,0.0
35,0,Travel_Frequently,0.1182,Sales,0.11,2,Marketing,1,1137,4,1,0.054,3,2,Sales Executive,4,Divorced,Medium Income,0.185,0.1,Y,0,11,3,4,80,1,3,3,0.05,0.0
49,0,Travel_Rarely,0.0174,Sales,0.08,4,Technical Degree,1,1138,4,1,0.056,2,4,Sales Executive,2,Married,High Income,0.11879,0.6,Y,0,17,3,2,80,1,3,3,0.09,0.02
34,0,Travel_Frequently,0.1003,Research & Development,0.02,2,Life Sciences,1,1140,4,1,0.095,3,2,Manufacturing Director,3,Single,Medium Income,0.15834,0.2,Y,0,11,3,4,80,0,3,2,0.03,0.0
29,0,Travel_Frequently,0.049,Research & Development,0.1,3,Life Sciences,1,1143,4,0,0.061,3,1,Research Scientist,2,Divorced,Low Income,0.1794,0.0,Y,0,14,3,4,80,2,2,2,0.07,0.01
42,0,Travel_Rarely,0.0188,Research & Development,0.29,3,Medical,1,1148,2,1,0.056,1,2,Laboratory Technician,4,Single,Medium Income,0.09558,0.4,Y,0,19,3,1,80,0,3,3,0.01,0.0
29,0,Travel_Rarely,0.0718,Research & Development,0.08,1,Medical,1,1150,2,1,0.079,2,2,Manufacturing Director,4,Married,Medium Income,0.17689,0.1,Y,1,15,3,3,80,1,2,2,0.1,0.01
38,0,Travel_Rarely,0.0433,Human Resources,0.01,3,Human Resources,1,1152,3,1,0.037,4,1,Human Resources,3,Married,Low Income,0.06004,0.1,Y,0,13,3,4,80,1,2,4,0.07,0.05
28,0,Travel_Frequently,0.0773,Research & Development,0.06,3,Life Sciences,1,1154,3,1,0.039,2,1,Research Scientist,3,Divorced,Low Income,0.22088,0.1,Y,1,14,3,4,80,1,2,3,0.03,0.0
18,1,Non-Travel,0.0247,Research & Development,0.08,1,Medical,1,1156,3,1,0.08,3,1,Laboratory Technician,3,Single,Low Income,0.13556,0.1,Y,0,12,3,4,80,0,0,3,0.0,0.0
33,1,Travel_Rarely,0.0603,Sales,0.09,4,Marketing,1,1157,1,0,0.077,3,2,Sales Executive,1,Single,High Income,0.18385,0.0,Y,1,17,3,1,80,0,3,3,0.05,0.0
41,0,Travel_Rarely,0.0167,Research & Development,0.12,4,Life Sciences,1,1158,2,1,0.046,3,1,Laboratory Technician,4,Married,Medium Income,0.09051,0.3,Y,1,11,3,1,80,1,4,3,0.01,0.0
31,1,Travel_Frequently,0.0874,Research & Development,0.15,3,Medical,1,1160,3,1,0.072,3,1,Laboratory Technician,3,Married,Low Income,0.06233,0.1,Y,0,12,3,3,80,1,5,2,0.02,0.02
37,0,Travel_Rarely,0.0367,Research & Development,0.25,2,Medical,1,1161,3,0,0.052,2,2,Healthcare Representative,4,Divorced,Medium Income,0.17171,0.7,Y,0,13,3,3,80,2,2,3,0.06,0.01
27,0,Travel_Rarely,0.0199,Research & Development,0.06,3,Life Sciences,1,1162,4,1,0.055,2,1,Research Scientist,3,Married,Low Income,0.0795,0.1,Y,0,13,3,3,80,1,0,3,0.04,0.02
34,0,Travel_Rarely,0.14,Sales,0.09,1,Life Sciences,1,1163,2,0,0.07,3,2,Sales Executive,3,Married,Medium Income,0.05829,0.1,Y,0,20,3,1,80,0,3,2,0.06,0.01
35,0,Travel_Rarely,0.0528,Human Resources,0.08,4,Technical Degree,1,1164,3,1,0.1,3,1,Human Resources,3,Single,Medium Income,0.07108,0.1,Y,0,17,3,2,80,0,2,1,0.05,0.01
29,1,Travel_Rarely,0.0408,Sales,0.23,1,Life Sciences,1,1165,4,0,0.045,2,3,Sales Executive,1,Married,High Income,0.11162,0.1,Y,0,13,3,1,80,1,3,1,0.11,0.03
40,0,Travel_Frequently,0.0593,Research & Development,0.09,4,Medical,1,1166,2,0,0.088,3,3,Research Director,3,Single,High Income,0.13782,0.9,Y,0,17,3,3,80,0,3,2,0.18,0.02
42,1,Travel_Frequently,0.0481,Sales,0.12,3,Life Sciences,1,1167,3,1,0.044,3,4,Sales Executive,1,Single,High Income,0.02447,0.0,Y,1,12,3,2,80,0,2,2,0.21,0.12
42,0,Travel_Rarely,0.0647,Sales,0.04,4,Marketing,1,1171,2,1,0.045,3,2,Sales Executive,1,Single,Medium Income,0.02253,0.7,Y,0,13,3,4,80,0,3,4,0.06,0.01
35,0,Travel_Rarely,0.0982,Research & Development,0.01,4,Medical,1,1172,4,1,0.058,2,1,Laboratory Technician,3,Married,Low Income,0.1634,0.6,Y,0,12,3,2,80,1,2,3,0.08,0.01
24,0,Travel_Rarely,0.0477,Research & Development,0.24,3,Medical,1,1173,4,1,0.049,3,1,Laboratory Technician,2,Single,Low Income,0.06409,0.8,Y,0,22,3,4,80,0,2,3,0.04,0.01
28,1,Travel_Rarely,0.1485,Research & Development,0.12,1,Life Sciences,1,1175,3,0,0.079,3,1,Laboratory Technician,4,Married,Low Income,0.22955,0.1,Y,1,11,3,4,80,0,4,2,0.01,0.0
26,0,Travel_Rarely,0.1384,Research & Development,0.03,4,Medical,1,1177,1,1,0.082,4,1,Laboratory Technician,4,Married,Medium Income,0.13421,0.1,Y,0,22,3,2,80,1,2,3,0.08,0.0
30,0,Travel_Rarely,0.0852,Sales,0.1,3,Marketing,1,1179,3,1,0.072,2,2,Sales Executive,3,Married,High Income,0.02706,0.1,Y,0,18,3,1,80,1,3,3,0.1,0.01
40,0,Travel_Frequently,0.0902,Research & Development,0.26,2,Medical,1,1180,3,0,0.092,2,2,Research Scientist,4,Married,Medium Income,0.21203,0.3,Y,1,13,3,4,80,1,3,1,0.01,0.0
35,0,Travel_Rarely,0.0819,Research & Development,0.02,3,Life Sciences,1,1182,3,1,0.044,2,3,Manufacturing Director,2,Divorced,High Income,0.19588,0.2,Y,0,18,3,2,80,1,2,4,0.07,0.06
34,0,Travel_Frequently,0.0669,Research & Development,0.01,3,Medical,1,1184,4,1,0.097,2,2,Healthcare Representative,1,Single,Medium Income,0.25755,0.0,Y,0,20,3,3,80,0,3,3,0.13,0.04
35,0,Travel_Frequently,0.0636,Research & Development,0.04,4,Other,1,1185,4,1,0.047,2,1,Laboratory Technician,4,Married,Low Income,0.26537,0.1,Y,0,13,3,2,80,1,2,4,0.02,0.02
43,1,Travel_Rarely,0.1372,Sales,0.09,3,Marketing,1,1188,1,0,0.085,1,2,Sales Executive,3,Single,Medium Income,0.09489,0.8,Y,0,13,3,2,80,0,2,2,0.04,0.01
32,0,Non-Travel,0.0862,Sales,0.02,1,Life Sciences,1,1190,3,0,0.076,3,1,Sales Representative,1,Divorced,Low Income,0.14947,0.1,Y,0,12,3,3,80,3,3,3,0.01,0.0
56,0,Travel_Rarely,0.0718,Research & Development,0.04,4,Technical Degree,1,1191,4,0,0.092,3,5,Manager,1,Divorced,High Income,0.18575,0.4,Y,0,13,3,4,80,1,2,3,0.05,0.04
29,0,Travel_Rarely,0.1401,Research & Development,0.06,1,Medical,1,1192,2,0,0.054,3,1,Laboratory Technician,4,Married,Low Income,0.26342,0.1,Y,0,13,3,1,80,1,5,3,0.1,0.0
19,0,Travel_Rarely,0.0645,Research & Development,0.09,2,Life Sciences,1,1193,3,1,0.054,3,1,Research Scientist,1,Single,Low Income,0.07172,0.1,Y,0,25,3,3,80,0,4,3,0.01,0.0
45,0,Travel_Rarely,0.1457,Research & Development,0.07,3,Medical,1,1195,1,0,0.083,3,1,Research Scientist,3,Married,Medium Income,0.201,0.4,Y,1,19,3,3,80,1,2,2,0.03,0.0
37,0,Travel_Rarely,0.0977,Research & Development,0.01,3,Life Sciences,1,1196,4,0,0.056,2,2,Manufacturing Director,4,Married,Medium Income,0.09961,0.1,Y,0,13,3,2,80,1,2,2,0.14,0.03
20,0,Travel_Rarely,0.0805,Research & Development,0.03,3,Life Sciences,1,1198,1,1,0.087,2,1,Laboratory Technician,3,Single,Low Income,0.12828,0.1,Y,0,12,3,1,80,0,2,2,0.02,0.01
44,1,Travel_Rarely,0.1097,Research & Development,0.1,4,Life Sciences,1,1200,3,1,0.096,3,1,Research Scientist,3,Single,Low Income,0.10826,0.1,Y,1,11,3,3,80,0,4,3,0.06,0.0
53,0,Travel_Rarely,0.1223,Research & Development,0.07,2,Medical,1,1201,4,0,0.05,3,5,Manager,3,Divorced,High Income,0.1864,0.3,Y,0,18,3,2,80,1,6,3,0.07,0.04
29,0,Travel_Rarely,0.0942,Research & Development,0.15,1,Life Sciences,1,1202,2,0,0.069,1,1,Research Scientist,4,Married,Low Income,0.26933,0.0,Y,1,18,3,1,80,1,2,2,0.05,0.01
22,1,Travel_Frequently,0.1256,Research & Development,0.03,4,Life Sciences,1,1203,3,1,0.048,2,1,Research Scientist,4,Married,Low Income,0.04223,0.0,Y,1,11,3,2,80,1,5,3,0.0,0.0
46,0,Travel_Rarely,0.1402,Sales,0.02,3,Marketing,1,1204,3,0,0.069,3,4,Manager,1,Married,High Income,0.24097,0.8,Y,0,23,3,1,80,0,2,3,0.26,0.12
44,0,Non-Travel,0.0111,Research & Development,0.17,3,Life Sciences,1,1206,4,1,0.074,1,1,Research Scientist,3,Single,Low Income,0.04279,0.2,Y,0,13,3,4,80,0,3,3,0.0,0.0
33,0,Travel_Rarely,0.0147,Human Resources,0.02,3,Human Resources,1,1207,2,1,0.099,3,1,Human Resources,3,Married,Low Income,0.08429,0.1,Y,0,13,3,4,80,1,2,3,0.05,0.01
41,1,Non-Travel,0.0906,Research & Development,0.05,2,Life Sciences,1,1210,1,1,0.095,2,1,Research Scientist,1,Divorced,Low Income,0.20293,0.6,Y,0,17,3,1,80,1,2,1,0.01,0.0
30,0,Travel_Rarely,0.1329,Sales,0.29,4,Life Sciences,1,1211,3,1,0.061,3,2,Sales Executive,1,Divorced,Medium Income,0.13192,0.8,Y,0,19,3,3,80,3,3,3,0.04,0.0
40,0,Travel_Frequently,0.1184,Sales,0.02,4,Medical,1,1212,2,1,0.062,3,2,Sales Executive,2,Married,Medium Income,0.2544,0.5,Y,0,12,3,4,80,3,2,3,0.0,0.0
50,0,Travel_Frequently,0.1421,Research & Development,0.02,3,Medical,1,1215,4,0,0.03,3,4,Manager,1,Married,High Income,0.0949,0.2,Y,0,22,3,3,80,1,3,3,0.02,0.02
28,0,Travel_Rarely,0.1179,Research & Development,0.19,4,Medical,1,1216,4,1,0.078,2,1,Laboratory Technician,1,Married,Low Income,0.12449,0.1,Y,0,12,3,3,80,3,2,3,0.06,0.03
46,0,Travel_Rarely,0.145,Research & Development,0.15,2,Life Sciences,1,1217,4,1,0.052,3,5,Research Director,2,Married,High Income,0.10849,0.5,Y,0,11,3,1,80,1,2,3,0.04,0.0
35,0,Travel_Rarely,0.1361,Sales,0.17,4,Life Sciences,1,1218,3,1,0.094,3,2,Sales Executive,1,Married,High Income,0.21026,0.3,Y,1,15,3,4,80,3,2,3,0.07,0.01
24,1,Travel_Rarely,0.0984,Research & Development,0.17,2,Life Sciences,1,1219,4,0,0.097,3,1,Laboratory Technician,2,Married,Low Income,0.03372,0.1,Y,0,13,3,1,80,1,3,1,0.01,0.0
33,0,Travel_Frequently,0.1146,Sales,0.25,3,Medical,1,1220,2,0,0.082,3,2,Sales Executive,3,Married,Medium Income,0.04905,0.1,Y,0,12,3,1,80,1,3,2,0.1,0.0
36,0,Travel_Rarely,0.0917,Research & Development,0.06,4,Life Sciences,1,1221,3,1,0.06,1,1,Laboratory Technician,3,Divorced,Low Income,0.06865,0.1,Y,0,14,3,3,80,1,4,3,0.07,0.01
30,0,Travel_Rarely,0.0853,Research & Development,0.07,4,Life Sciences,1,1224,3,1,0.049,3,2,Laboratory Technician,3,Divorced,Low Income,0.11309,0.1,Y,0,13,3,1,80,3,4,2,0.1,0.08
44,0,Travel_Rarely,0.02,Research & Development,0.29,4,Other,1,1225,4,1,0.032,3,2,Research Scientist,4,Single,Medium Income,0.07744,0.1,Y,0,25,3,2,80,0,3,3,0.2,0.12
20,0,Travel_Rarely,0.0654,Sales,0.21,3,Marketing,1,1226,3,1,0.043,4,1,Sales Representative,4,Single,Low Income,0.0505,0.1,Y,0,17,3,4,80,0,2,3,0.02,0.02
46,0,Travel_Rarely,0.015,Research & Development,0.02,4,Technical Degree,1,1228,4,1,0.06,3,2,Manufacturing Director,4,Divorced,High Income,0.17433,0.2,Y,0,11,3,3,80,1,3,2,0.06,0.01
42,0,Non-Travel,0.0179,Human Resources,0.02,5,Medical,1,1231,4,1,0.079,4,2,Human Resources,1,Married,Medium Income,0.12858,0.7,Y,0,16,3,1,80,1,3,4,0.04,0.0
60,0,Travel_Rarely,0.0696,Sales,0.07,4,Marketing,1,1233,2,1,0.052,4,2,Sales Executive,4,Divorced,Medium Income,0.10893,0.0,Y,1,18,3,2,80,1,3,3,0.11,0.01
32,0,Travel_Frequently,0.0116,Research & Development,0.13,3,Other,1,1234,3,0,0.077,2,1,Laboratory Technician,2,Married,Low Income,0.07331,0.1,Y,0,20,3,3,80,1,2,3,0.02,0.02
32,0,Travel_Frequently,0.1316,Research & Development,0.02,2,Life Sciences,1,1235,4,0,0.038,3,2,Research Scientist,3,Single,Medium Income,0.02338,0.4,Y,1,14,3,4,80,0,2,3,0.08,0.0
36,0,Travel_Rarely,0.0363,Research & Development,0.01,3,Technical Degree,1,1237,3,0,0.077,1,3,Manufacturing Director,1,Divorced,High Income,0.04235,0.2,Y,1,21,3,3,80,1,2,3,0.07,0.07
33,0,Travel_Rarely,0.0117,Research & Development,0.09,3,Medical,1,1238,1,1,0.06,3,1,Research Scientist,4,Married,Low Income,0.06311,0.0,Y,0,13,3,2,80,1,5,3,0.14,0.04
40,0,Travel_Rarely,0.0107,Sales,0.1,3,Technical Degree,1,1239,2,0,0.084,2,2,Sales Executive,2,Divorced,High Income,0.11591,0.7,Y,0,12,3,2,80,1,2,4,0.05,0.01
25,0,Travel_Rarely,0.1356,Sales,0.1,4,Life Sciences,1,1240,3,1,0.057,3,2,Sales Executive,4,Single,Medium Income,0.20623,0.0,Y,0,14,3,2,80,0,4,3,0.04,0.01
30,0,Travel_Rarely,0.1465,Research & Development,0.01,3,Medical,1,1241,4,1,0.063,3,1,Research Scientist,2,Married,Low Income,0.09369,0.0,Y,1,21,3,1,80,1,2,3,0.11,0.05
42,0,Travel_Frequently,0.0458,Research & Development,0.26,5,Medical,1,1242,1,0,0.06,3,3,Research Director,1,Married,High Income,0.23281,0.3,Y,1,17,3,3,80,0,6,3,0.01,0.0
35,0,Non-Travel,0.1212,Sales,0.08,2,Marketing,1,1243,3,0,0.078,2,3,Sales Executive,4,Married,High Income,0.13755,0.4,Y,1,11,3,2,80,1,6,2,0.13,0.04
27,0,Travel_Rarely,0.1103,Research & Development,0.14,3,Life Sciences,1,1244,1,1,0.042,3,1,Research Scientist,1,Married,Low Income,0.14377,0.1,Y,1,14,3,4,80,2,3,2,0.09,0.06
